id,question
605,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：纱质（材质）属于或类似于___（材质）
#答案#
网纱
#候选#
['拷纱', '纱卡', '双层纱', '针织网布', '双层网纱', '弹力网纱', '网纱亮片', '棉款', '布面', '丝质', '风衣料', '绒质', '棉质', '布质', '棉类']"
606,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：细灯芯绒（材质）属于或类似于___（材质）
#答案#
弹力灯芯绒
#候选#
['灯蕊绒', '网纱植绒', '细条绒', '细棉绒', '高档平绒', '细羊绒', '条绒布', '细软羊皮', '细毛绒', '鹿王羊绒', '卫衣抓绒', '赤耳牛仔布', '绒面', '毛绒', '棉料']"
607,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：绒布（材质）属于或类似于___（材质）
#答案#
拉绒布
#候选#
['编织布', '反绒布', '纱布', '绒线', '棉羊绒', '绒料', '绸布', '织布', '棉纱', '毛布', '绒毛', '毛毛绒', '细条绒', '羊毛布', '缎布']"
608,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：编织线（材质）属于或类似于___（材质）
#答案#
棉毛线
#候选#
['编织绳', '针织纱', '色织布', '钢丝线', '线绒', '宝宝绒线', '腈纶线', '拉丝线', '晴纶线', '金丝线', '祼铜线', '银丝线', '宝宝线', '固体线', '金银线']"
609,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：茈草（材质）属于或类似于___（材质）
#答案#
紫草
#候选#
['紫丹', '红石根', '鸦衔草', '皮质', '地血', '棉', '毛绒', '金属']"
610,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：金属（材质）属于或类似于___（材质）
#答案#
泰银
#候选#
['银藤', '金银藤', '千足银', '青铜', '洋铁', '彩色金', '金银花', '彩金', '金精', '铜木', '色丁', '铜钱草', '金钻', '铜镀钛金', '水碧']"
611,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：铝板（材质）属于或类似于___（材质）
#答案#
铝
#候选#
['铝膜', '铝箔', '铁硅铝', '铁材', '铜板', '锌', '石材', '铜线', '钢材', '铁玻璃', '铁板', '石板', '瓷板', '钢板材', '胶合板']"
612,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：雪纺丝（材质）属于或类似于___（材质）
#答案#
雪纺布料
#候选#
['石棉丝', '冰丝绸', '涤纶丝', '雪花绒', '珑雪纺', '混纺类', '粗纺呢', '羽绒丝', '软蕾丝', '锦纶丝', '蚕桑丝', '雪貂绒', '花蕾丝', '冰爽丝', '鸭绒丝']"
613,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：韩丝绒（材质）属于或类似于___（材质）
#答案#
绒质
#候选#
['麂皮绒', '西丝绒', '超细绒', '骆驼绒', '迷你绒', '超软绒', '超柔绒', '雪兰绒', '卡拉绒', '香狸绒', '骆马绒', '袜丝绒', '雪蚕绒', '驼呢绒', '鸡毛绒']"
614,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：加绒（材质）适用于___（时间）
#答案#
暖冬
#候选#
['春夏', '春节', '立夏', '春季', '春天', '秋日', '早春', '初春', '满月', '孕期', '本命年']"
615,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：牛皮（材质）的骑行手套适用于___（时间）
#答案#
夏季
#候选#
['春秋季', '秋冬', '冬天', '秋冬季', '早秋', '秋天', '秋', '春天', '春秋款', '春秋', '春', '早春', '秋款', '春款']"
616,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：牛皮（材质）的运动套装适用于___（时间）
#答案#
冬季
#候选#
['春秋季', '秋天', '春秋', '秋', '春秋款', '春天', '早秋', '春', '春款', '秋款', '早春']"
617,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：牛皮（材质）的外套适用于___（时间）
#答案#
春季
#候选#
['春款', '春秋季', '春秋', '早秋', '秋冬', '冬天', '秋天', '春秋款', '秋冬季', '秋', '秋款']"
618,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：羊毛（材质）的围巾适用于___（时间）
#答案#
春季
#候选#
['春夏季', '夏季', '初秋', '夏天', '夏', '秋日', '黄昏', '月子', '孕期', '情人节', '万圣节', '本命年']"
619,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：羊绒（材质）的披肩适用于___（时间）
#答案#
冬季
#候选#
['夏天', '夏季', '秋天', '春节', '初秋', '秋日', '夏', '盛夏', '月亮节', '国庆', '初春', '生日', '本命年']"
620,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：羊绒（材质）的外套适用于___（时间）
#答案#
不限季节
#候选#
['夏季', '夏天', '秋天', '夏', '盛夏', '秋日', '国庆', '初秋', '月亮节', '生日', '春节', '本命年', '初春']"
621,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：V领（款式）可以用于修饰或可以联想到___（品类）
#答案#
校服
#候选#
['西装裤', '运动裤', '袖套', '运动鞋', '围巾', '裤子', '背带裤', '工装裤', '裤腰带', '西装短裤', '配饰', '圆领衫', '跑鞋', '修身裤', '卫裤']"
622,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：一体（款式）可以用于修饰或可以联想到___（品类）
#答案#
潮鞋
#候选#
['裙子', '裙装', '皮裤', '束脚裤', '裙裤', '高脚杯', '帽衫', '长裙', '皮裙', '帆布', '底裤', '浴巾', '盆帽', '泳裤', '热裤']"
623,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：一字带（款式）可以用于修饰或可以联想到___（品类）
#答案#
平跟凉鞋
#候选#
['鞋垫', '棉鞋', '老爹鞋', '鞋带', '鞋柜', '马丁靴', '阔腿裤', '软垫', '雪纺衫', '短裤', '打底衫', '帆布', '单肩包', '针织衫', '凉席']"
624,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：一字扣带（款式）可以用于修饰或可以联想到___（品类）
#答案#
半拖鞋
#候选#
['鞋垫', '脚链', '裙子', '连衣裙', '皮带', '短裤', '时装', '帆布', '礼服', '吊坠', '绑带', '网纱', '果冻', '蝴蝶结', '一字扣']"
625,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：一字肩（款式）可以用于修饰或可以联想到___（品类）
#答案#
雪纺衬衣
#候选#
['雪纺半身裙', '羽绒服', '套头衫', '打底衣', '格子半身裙', '连衣裤', '蕾丝半身裙', '背带裤', '背带裤套装', '连衣裙', '打底裙', '罩衫', '背带短裤', '沙滩裤', '半身长裙']"
626,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：中式（款式）可以用于修饰或可以联想到___（品类）
#答案#
沙发垫
#候选#
['精油', '细跟鞋', '皮鞋', '皮衣', '桑蚕', '休闲西服', '绑带', '七分袖T恤', '平底锅', '沙拉', '不锈钢锅', '蛋黄酥', '棒球服', '不粘锅', '微波炉']"
627,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：五分袖（款式）可以用于修饰或可以联想到___（品类）
#答案#
短款上衣
#候选#
['短裤', '吊带衫', '连衣裤', '背带裙', '吊带裙', '休闲裤', '百褶裙', '宽松阔腿裤', '时尚套装', '背心裙', '包臀半身裙', '高跟鞋', '阔腿裤', '直筒裤', '小脚裤']"
628,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：低糖（款式）可以用于修饰或可以联想到___（品类）
#答案#
牛轧糖
#候选#
['冰糖', '香料', '蔓越莓', '芒果', '松露', '草莓', '枸杞子', '电饭煲', '包子', '锅', '凤梨', '电饭锅', '菠萝']"
629,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：低腰（款式）可以用于修饰或可以联想到___（品类）
#答案#
下装
#候选#
['马甲', '喇叭', '腰带', '鞋', '袜', '吊坠', '萝卜', '短袜', '袜子', '铅笔', '连裤袜', '小喇叭', '细腰带', '文胸', '鱼尾']"
630,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：内置（款式）属于或类似于___（款式）
#答案#
内置音箱
#候选#
['入耳式', '重低音', '声控', '耳挂式', '带音频', '电源适配器', '可拆卸', '挂耳式', '全封闭式', '前置', '外置', '一体式', '隐藏', '便携式', '不带屏幕']"
631,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：可挽袖（款式）属于或类似于___（款式）
#答案#
可挽
#候选#
['可造型', '可收腰', '可弯曲', '可翻边', '可撕式', '可露肩', '可翻领', '可变形', '可裁剪', '可加墨', '可拆式', '可脱卸', '可剪裁', '可拆袖', '可塑形']"
632,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：后腰带（款式）属于或类似于___（款式）
#答案#
腰部系带
#候选#
['细背带', '无腰带', '线肚带', '细肩带', '斜吊带', '双肩带', '系带', '宽腰封', '系带设计', '转向皮带', '线环领带', '后绊带', '高腰型', '双系带', '腰部加宽']"
633,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：斜V领（款式）属于或类似于___（款式）
#答案#
斜型V领
#候选#
['前后V领', '深V领', '方型领', '大V领', '低圆领', '披肩领', '两穿领', '斜吊带', '螺纹领', '翼型领', '撞色领', '半高领', '金属领', '半开领', '格纹领']"
634,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：燕尾下摆（款式）属于或类似于___（款式）
#答案#
燕尾式
#候选#
['鱼尾摆', '裙尾开叉', '裙式下摆', '弧形裙摆', '裙摆式下摆', '开叉裙摆', '双层裙摆', '荷叶裙摆', '开衩下摆', '蛋糕裙摆', '开叉衣摆', '折叠裙摆', '双下摆', '分叉裙摆', '弧形后摆']"
635,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：罗纹缩口袖（款式）属于或类似于___（款式）
#答案#
罗纹
#候选#
['罗纹立领', '罗纹拼接', '罗纹底摆', '罗纹下摆', '落肩四分袖', '修肩八分袖', '宽松落肩袖', '胸前真口袋', '胸前假口袋', '胸前有口袋', '赛车服长袖', '赛车服短袖']"
636,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：翻驳领（款式）属于或类似于___（款式）
#答案#
翻领
#候选#
['扣领', '帽领', '半高领', '披肩领', '半开领', '翼型领', '脱卸领', '围脖领', '双层领', '衬衣领', '撞色领', '翻边袖', '格子领', '两穿领', '毛边领']"
637,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：背拉链（款式）属于或类似于___（款式）
#答案#
拉链款
#候选#
['无拉链', '侧边拉链', '半高拉链', '背带款', '侧缝拉链', '拉链方帐', '背心款', '背带式', '无拉绳', '后绊带', '金属链', '后绑带', '背包型', '背心型', '扭片链']"
638,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：胸前双口袋（款式）属于或类似于___（款式）
#答案#
胸口袋
#候选#
['个性口袋', '假口袋', '绣花口袋', '两侧斜插兜', '前中拉链门襟', '专用垃圾袋', '罗纹缩口袖', '两粒双排扣', '多粒双排扣', '一粒双排扣', '固定双肩带', '三粒双排扣', '蝴蝶双按扣', '下摆两侧开叉', '明辑线贴袋']"
639,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：褶皱袖（款式）属于或类似于___（款式）
#答案#
有袖
#候选#
['两节袖', '两穿袖', '两用袖', '半截袖', '中长袖', '星星袖', '可挽袖', '羽毛袖', '连肩袖', '常规袖', '针织袖', '小盖袖', '可卷袖', '毛线袖', '排扣袖']"
640,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：西装袖（款式）属于或类似于___（款式）
#答案#
西装款
#候选#
['时装版', '军装式', '披肩袖', '休闲袖', '短款裙', '斗篷袖', '和服袖', '丝绒袖', '插肩袖', '唐装式', '反折袖', '半截袖', '螺纹袖', '双层袖', '露肩袖']"
