id,text,category
10473,小台灯,neg
10474,烧水杯,neg
10475,酒绿色,neg
10476,纯棉运动裤,neg
10477,洁净,neg
10478,收边,neg
10479,防指纹,neg
10480,隐形内衣,neg
10481,四角内裤,neg
10482,蓝骑士,neg
10483,挡辐射,neg
10484,上白色,neg
10485,白金,neg
10486,闪蓝色,neg
10487,紫薯,neg
10488,水乳,neg
10489,深黑色,neg
10490,镜框,neg
10491,生发,neg
10492,电动螺丝刀,neg
10493,植物蜡,neg
10494,中国热,neg
10495,公主服,neg
10496,真皮女包,neg
10497,面膜碗,neg
10498,流浪包,neg
10499,网面透气鞋,neg
10500,素颜霜,neg
10501,云粉,neg
10502,房事,neg
10503,超加厚,neg
10504,帆布裤,neg
10505,白皑皑,neg
10506,创意范,neg
10507,闪存卡,neg
10508,开关,neg
10509,蒸糕,neg
10510,舞蹈鞋,neg
10511,蚕丝白色,neg
10512,淡洋红色,neg
10513,交叉带,neg
10514,提拉,neg
10515,嫩绿,neg
10516,铲子,neg
10517,下午,neg
10518,古银,neg
10519,腊肉,neg
10520,金针菇,neg
10521,防酸,neg
10522,雪糕,neg
10523,直角,neg
10524,立领衬衣,neg
10525,耐脏,neg
10526,报警器,neg
10527,闪银色,neg
10528,煮米饭,neg
10529,遮阳帐,neg
10530,漆皮,neg
10531,扩容,neg
10532,拐杖,neg
10533,小马甲,neg
10534,淡橘黄,neg
10535,商学院,neg
10536,灶台,neg
10537,水润清透,neg
10538,保洁服,neg
10539,亚麻灰色,neg
10540,教材,neg
10541,樱粉色,neg
10542,不反光,neg
10543,流光银,neg
10544,皮质,neg
10545,取现,neg
10546,荷包,neg
10547,烫红,neg
10548,孕婴,neg
10549,负累,neg
10550,黑椒味,neg
10551,运动,neg
10552,连体,neg
10553,橘棕色,neg
10554,遮脚踝,neg
10555,高低床,neg
10556,遮肚子显瘦,neg
10557,西瓜红色,neg
10558,喷雾瓶,neg
10559,木酮,neg
10560,装饰摆件,neg
10561,澳洲麦片,neg
10562,黑咖,neg
10563,马丁鞋,neg
10564,阳极蓝色,neg
10565,餐巾纸盒,neg
10566,交叉V领,neg
10567,螺纹内裤,neg
10568,9色,neg
10569,度假,neg
10570,加厚加绒,neg
10571,典雅黑,neg
10572,桔柚,neg
10573,桌脚,neg
10574,超人蓝,neg
10575,宜家风,neg
10576,牙线,neg
10577,词典,neg
10578,女王,neg
10579,素雅灰色,neg
10580,入户门,neg
10581,调理美容,neg
10582,古筝弦,neg
10583,教具,neg
10584,OL潮风格,neg
10585,纯黄色,neg
10586,运动潮风格,neg
10587,早餐杯,neg
10588,帮助肌肤,neg
10589,茶黄,neg
10590,清水绿色,neg
10591,定制,neg
10592,水湖蓝,neg
10593,冷板,neg
10594,玻璃,neg
10595,枕套,neg
10596,西柚粉,neg
10597,直尺,neg
10598,脸盆架,neg
10599,芭蕾鞋,neg
10600,纯正绿,neg
10601,揉手,neg
10602,蛋糕袖,neg
10603,淡化脸部,neg
10604,文件架,neg
10605,薄荷绿,neg
10606,兵员,neg
10607,蒜头,neg
10608,减龄效果,neg
10609,单肩背包,neg
10610,柔白,neg
10611,儿童帐篷,neg
10612,潮可爱,neg
10613,幻影蓝,neg
10614,骆色,neg
10615,砂锅,neg
10616,防抓脸,neg
10617,手机扣,neg
10618,靓丽红色,neg
10619,绿迷彩,neg
10620,去红血丝,neg
10621,真丝桑蚕丝,neg
10622,巴旦木仁,neg
10623,晶钻蓝色,neg
10624,襦裙,neg
10625,蚊香,neg
10626,洗手皂,neg
10627,菊花味,neg
10628,隔水,neg
10629,旅行包,neg
10630,照明,neg
10631,防晒脸部,neg
10632,葱香,neg
10633,浅橘黄,neg
10634,淡青灰,neg
10635,全紫,neg
10636,短款,neg
10637,琥珀绿色,neg
10638,哄睡,neg
10639,零食盘,neg
10640,吃饭,neg
10641,虾粉色,neg
10642,护色,neg
10643,补水隔离,neg
10644,宁静蓝,neg
10645,深玫紫色,neg
10646,英短,neg
10647,饰品摆件,neg
10648,小家具,neg
10649,石膏,neg
10650,鱼钩,neg
10651,果香型,neg
10652,石黄色,neg
10653,纳西族风,neg
10654,遮腹,neg
10655,串标风,neg
10656,波浪,neg
10657,木材,neg
10658,薏米,neg
10659,古筝指甲,neg
10660,贵族蓝色,neg
10661,除湿,neg
10662,毛巾棉,neg
10663,TPU,neg
10664,泳布,neg
10665,欧美动漫风格,neg
10666,床头灯,neg
10667,防潮垫,neg
10668,皮套,neg
10669,蚕丝绒,neg
10670,奶油黄,neg
10671,皇帝柑,neg
10672,大地棕,neg
10673,红衬衫,neg
10674,大毛领,neg
10675,细毛绒,neg
10676,棕黑色,neg
10677,牙黄色,neg
10678,降糖止渴,neg
10679,搪瓷,neg
10680,地柜子,neg
10681,棒棒糖,neg
10682,高筒袜,neg
10683,铅衣,neg
10684,学走路,neg
10685,军灰,neg
10686,浅鹅黄,neg
10687,转正,neg
10688,纱帘,neg
10689,壶,neg
10690,吸水,neg
10691,红枣,neg
10692,角钢货架,neg
10693,春绿,neg
10694,貉子毛,neg
10695,驱蚊虫,neg
10696,奶灰,neg
10697,牛仔布,neg
10698,背包,neg
10699,阅读灯,neg
10700,迷彩蓝,neg
10701,烘干机,neg
10702,银针茶,neg
10703,汽车轮胎,neg
10704,束缚内裤,neg
10705,练歌,neg
10706,迷你雪纳瑞,neg
10707,汽车红色,neg
10708,牡丹粉色,neg
10709,清新减龄,neg
10710,牛仔白色,neg
10711,排气,neg
10712,水牙线,neg
10713,薄花呢,neg
10714,牛津底,neg
10715,螺纹领,neg
10716,活血通便,neg
10717,上司,neg
10718,莓果味,neg
10719,缓解闷热,neg
10720,隔脏,neg
10721,显脸小,neg
10722,短版,neg
10723,茶粉色,neg
10724,艳橙色,neg
10725,保护,neg
10726,偏黑,neg
10727,弟弟,neg
10728,生津润肺,neg
10729,古典红,neg
10730,加热降温,neg
10731,咖啡色,neg
10732,装饰柜,neg
10733,欧舒适范,neg
10734,定制T恤,neg
10735,补钙,neg
10736,冷瓷,neg
10737,麻棕,neg
10738,玛瑙红色,neg
10739,赭黄,neg
10740,小喇叭,neg
10741,一次性桌布,neg
10742,扎带,neg
10743,麻辣香肠,neg
10744,纯亮黑色,neg
10745,情趣服饰,neg
10746,嫣紫,neg
10747,防滑用,neg
10748,黄金梨味,neg
10749,水枪,neg
10750,链条斜挎包,neg
10751,香狸绒,neg
10752,手机贴纸,neg
10753,护脐裤,neg
10754,梦幻蓝色,neg
10755,街头复古风,neg
10756,网兜,neg
10757,长效补水,neg
10758,春夏款,neg
10759,刺参,neg
10760,儿童绘本,neg
10761,毛毡,neg
10762,香水瓶,neg
10763,铜木,neg
10764,斗篷,neg
10765,陶瓷盆,neg
10766,斜袋款,neg
10767,凉面,neg
10768,碳黑色,neg
10769,纱布,neg
10770,高雅白,neg
10771,心红,neg
10772,暖白色,neg
10773,后视镜,neg
10774,塑身上衣,neg
10775,遮盖毛孔,neg
10776,跳舞鞋,neg
10777,炭色,neg
10778,加固,neg
10779,显黑,neg
10780,跑出门,neg
10781,表白,neg
10782,祛皱紧致,neg
10783,地板袜,neg
10784,座椅垫,neg
10785,雪花棉,neg
10786,大灰色,neg
10787,星期天,neg
10788,淡绿,neg
10789,抽屉,neg
10790,17年,neg
10791,升降式,neg
10792,洁面,neg
10793,双面领,neg
10794,铁黑,neg
10795,珠红,neg
10796,鞋面,neg
10797,防护口罩,neg
10798,连指,neg
10799,水手领,neg
10800,纯烟灰,neg
10801,运动斜挎包,neg
10802,防水高腰,neg
10803,森绿,neg
10804,美背,neg
10805,银宝蓝,neg
10806,混棉,neg
10807,西部牛仔,neg
10808,时尚运动,neg
10809,魅力红,neg
10810,青粉,neg
10811,荷叶裙摆,neg
10812,防暴雨,neg
10813,防雾,neg
10814,浅卡其,neg
10815,收纳凳子,neg
10816,芽黄,neg
10817,鼻梁增高器,neg
10818,端庄风,neg
10819,夹衣,neg
10820,炉灶,neg
10821,流苏裙,neg
10822,蛋糕领,neg
10823,圆形带,neg
10824,校服,neg
10825,烟嘴,neg
10826,1月,neg
10827,摇摇杯,neg
10828,羊奶,neg
10829,太阳,neg
10830,选播,neg
10831,针织线,neg
10832,软箱,neg
10833,骑车鞋,neg
10834,六分袖,neg
10835,真毛领,neg
10836,重低音,neg
10837,作证,neg
10838,蜂蜜,neg
10839,砂岩,neg
10840,玉米黄,neg
10841,汤圆,neg
10842,毛圈,neg
10843,米杏,neg
10844,缓解腰痛,neg
10845,雪绒粉,neg
10846,软皮,neg
10847,苗族,neg
10848,铬色,neg
10849,深宝蓝,neg
10850,绿豆糕,neg
10851,迷你小冰箱,neg
10852,青汁,neg
10853,止泻止吐,neg
10854,花红色,neg
10855,狐毛领,neg
10856,豹纹领,neg
10857,珠棉,neg
10858,声光控,neg
10859,暗蓝,neg
10860,小茶几,neg
10861,团扇,neg
10862,甜,neg
10863,玫瑰水晶,neg
10864,课外书,neg
10865,上青,neg
10866,水波蓝色,neg
10867,塑料凳子,neg
10868,青蛙服,neg
10869,益气,neg
10870,苹果黑,neg
10871,燃气灶,neg
10872,明媚黄,neg
10873,遮肩,neg
10874,泼墨白,neg
10875,宽松,neg
10876,星空黑,neg
10877,肉夹馍,neg
10878,护颈,neg
10879,电话机,neg
10880,魔力蓝色,neg
10881,耳环架,neg
10882,绿油油,neg
10883,苗族风格,neg
10884,韩版潮流,neg
10885,豆蓝,neg
10886,街头潮范,neg
10887,冰包,neg
10888,吉祥红,neg
10889,饺子皮,neg
10890,吸管杯,neg
10891,白色沙滩风,neg
10892,水冷,neg
10893,果酸,neg
10894,地摊灯,neg
10895,糖果红色,neg
10896,捡着,neg
10897,幻彩色,neg
10898,明红色,neg
10899,空气炸锅,neg
10900,猫友,neg
10901,真丝衬衫,neg
10902,童鞋,neg
10903,炒饭,neg
10904,健腹,neg
10905,轻纱,neg
10906,周二,neg
10907,故事书,neg
10908,闪光黑,neg
10909,橘子,neg
10910,衫,neg
10911,瘦胳膊,neg
10912,咖喱,neg
10913,电钢琴,neg
10914,香蕉巧克力,neg
10915,青花瓷,neg
10916,扎头发,neg
10917,桃花芯,neg
10918,凉瓜,neg
10919,朱红,neg
10920,经典蓝色,neg
10921,基础大众,neg
10922,鹅卵石,neg
10923,冰刀,neg
10924,冷藏柜,neg
10925,聚会,neg
10926,黑蓝桔,neg
10927,防寒加绒,neg
10928,皂,neg
10929,东方瑞丽范,neg
10930,挂脖式,neg
10931,薄绒,neg
10932,床单,neg
10933,抗衰,neg
10934,酸,neg
10935,都市潮风格,neg
10936,瘦腰,neg
10937,药师,neg
10938,夏季帽子,neg
10939,双V领,neg
10940,肤粉,neg
10941,娃娃裙,neg
10942,行李箱,neg
10943,亮绿色,neg
10944,匙,neg
10945,大耳环,neg
10946,羽白色,neg
10947,窗纱布料,neg
10948,肩挎包,neg
10949,肩章袖,neg
10950,翻转,neg
10951,电视,neg
10952,毯子,neg
10953,平跟鞋,neg
10954,秧歌服装,neg
10955,日系可爱,neg
10956,甜美淑女范,neg
10957,侧吸下排,neg
10958,降低压力,neg
10959,抗老,neg
10960,欧美简约,neg
10961,受赏,neg
10962,高雅紫色,neg
10963,霞红,neg
10964,坐浴,neg
10965,钩花镂空,neg
10966,小宝宝,neg
10967,变色,neg
10968,纪录,neg
10969,泡泡杯,neg
10970,纱裙裤,neg
10971,刺绣裤,neg
10972,深栗棕色,neg
10973,复印纸,neg
10974,学龄儿童,neg
10975,浴衣,neg
10976,锅架,neg
10977,奶酪黄色,neg
10978,透气时髦,neg
10979,车罩,neg
10980,迷人粉色,neg
10981,遮阳帽,neg
10982,纳西族,neg
10983,小书架,neg
10984,防水隔尿,neg
10985,昏黄色,neg
10986,艺术生,neg
10987,视觉增高,neg
10988,耐酸碱,neg
10989,优雅时尚,neg
10990,身体乳,neg
10991,优雅淑女风格,neg
10992,吸水垫,neg
10993,电光蓝色,neg
10994,颜料,neg
10995,调羹,neg
10996,日韩人工风,neg
10997,带音频,neg
10998,床板,neg
10999,试手,neg
11000,铜色,neg
11001,皮链,neg
11002,香蕉味,neg
11003,蓬蓬,neg
11004,绿光,neg
11005,苍灰,neg
11006,清热,neg
11007,桌椅,neg
11008,拼装玩具,neg
11009,新鲜蓝莓,neg
11010,纯牛奶,neg
11011,单人床,neg
11012,饭盒,neg
11013,臂力器,neg
11014,潮流黑色,neg
11015,淡水蓝,neg
11016,喷鼻器,neg
11017,蕾丝,neg
11018,三分裤,neg
11019,运动装,neg
11020,打麻药,neg
11021,纯粉红色,neg
11022,显腰身,neg
11023,仓库灯,neg
11024,网洞,neg
11025,靓紫,neg
11026,小音响,neg
11027,保暖可爱,neg
11028,防刮蹭,neg
11029,褪色,neg
11030,车漆,neg
11031,阿胶糕,neg
11032,侧拉链,neg
11033,享乐,neg
11034,药盒,neg
11035,灰红,neg
11036,纯正银,neg
11037,老粗布,neg
11038,小冰箱,neg
11039,电动牙刷,neg
11040,袍子,neg
11041,泡茶,neg
11042,腰垫,neg
11043,收腰绑带,neg
11044,丝绒袖,neg
11045,柠檬草,neg
11046,刨丝器,neg
11047,丙烯颜料,neg
11048,皮黑,neg
11049,随身背包,neg
11050,化妆盒,neg
11051,防晒性感,neg
11052,唱京戏,neg
11053,考研,neg
11054,荷红,neg
11055,生津解暑,neg
11056,桃木色,neg
11057,鸭肉,neg
11058,结算,neg
11059,低圆领,neg
11060,咖,neg
11061,爬行垫,neg
11062,牛仔黑,neg
11063,除毛,neg
11064,疏肝,neg
11065,白色T恤,neg
11066,送闺蜜,neg
11067,深紫红色,neg
11068,高纤板,neg
11069,白铁皮,neg
11070,石材,neg
11071,老婆子,neg
11072,纯色青色,neg
11073,果蔬篮,neg
11074,保暖棉衣,neg
11075,蓝气球,neg
11076,对开,neg
11077,电池盒,neg
11078,深咖,neg
11079,铜镀铬,neg
11080,苹果薄荷味,neg
11081,牛皮黄,neg
11082,情侣T恤,neg
11083,核桃,neg
11084,安全帽,neg
11085,鼻吸管,neg
11086,绿豆,neg
11087,棉芪,neg
11088,贵妇范,neg
11089,暗红色,neg
11090,香紫色,neg
11091,翡翠手镯,neg
11092,典雅粉,neg
11093,望见,neg
11094,酸羊奶,neg
11095,对接,neg
11096,小桌子,neg
11097,潮流黑,neg
11098,香绿色,neg
11099,真丝缎面,neg
11100,男式三角裤,neg
11101,纯桃红,neg
11102,柚木,neg
11103,宠物饮水器,neg
11104,送朋友,neg
11105,嫩红,neg
11106,古装仙女风格,neg
11107,铁锈色,neg
11108,剪指甲,neg
11109,拉帘,neg
11110,二把手,neg
11111,精油,neg
11112,印花领,neg
11113,黑粉,neg
11114,购物篮,neg
11115,连衣裤,neg
11116,蓝盈盈,neg
11117,吐奶,neg
11118,宽腰,neg
11119,甜美时尚范,neg
11120,凳子,neg
11121,吊带小背心,neg
11122,潮童,neg
11123,套头,neg
11124,密封罐,neg
11125,缓冲舒适,neg
11126,情侣装,neg
11127,菇娘,neg
11128,蕾丝吊带衫,neg
11129,闷青色,neg
11130,简约黑色,neg
11131,胭脂灰色,neg
11132,夏裙,neg
11133,积木桌,neg
11134,口香糖,neg
11135,益母草,neg
11136,吊车,neg
11137,雪花白色,neg
11138,白净净,neg
11139,果蓝,neg
11140,假银箔,neg
11141,鼻喷剂,neg
11142,秋灰,neg
11143,车标贴,neg
11144,补水柔肤,neg
11145,餐边柜,neg
11146,天丝绵,neg
11147,小番茄,neg
11148,刮痧器具,neg
11149,赛车鞋,neg
11150,碳素纤维,neg
11151,显脖,neg
11152,毛巾袜,neg
11153,加温,neg
11154,冰箱配件,neg
11155,透气速干,neg
11156,单层,neg
11157,太空蓝,neg
11158,榄绿色,neg
11159,扫地机,neg
11160,超气质风,neg
11161,慢跑鞋,neg
11162,油漆,neg
11163,防寒护耳,neg
11164,黄红,neg
11165,针织网纱,neg
11166,遮孕肚,neg
11167,沐浴乳,neg
11168,沙拉酱,neg
11169,喷墨,neg
11170,混红色,neg
11171,洗脸巾,neg
11172,珠子,neg
11173,充电式,neg
11174,岳母,neg
11175,碧蓝色,neg
11176,全玫红色,neg
11177,薄木,neg
11178,淡钴蓝色,neg
11179,手抓饼,neg
11180,网布,neg
11181,橙黄,neg
11182,藏黑,neg
11183,随身听,neg
11184,木地板,neg
11185,显示屏,neg
11186,夜店,neg
11187,早红,neg
11188,黄樱桃,neg
11189,大气黑色,neg
11190,彼得领,neg
11191,时尚可爱风,neg
11192,奶灰色,neg
11193,小洋装,neg
11194,灰紫,neg
11195,睡衣套装,neg
11196,顶灯,neg
11197,日系撞色风,neg
11198,紫丹,neg
11199,正太,neg
11200,生津开胃,neg
11201,洋铁,neg
11202,温柔粉,neg
11203,神秘紫,neg
11204,皮料,neg
11205,粉彩色,neg
11206,灰米,neg
11207,防狼裤,neg
11208,工牌挂绳,neg
11209,蝎子,neg
11210,洁厕灵,neg
11211,早教,neg
11212,背带款,neg
11213,自然白,neg
11214,亮黑色,neg
11215,胡椒粉,neg
11216,珍珠白,neg
11217,亮光黑,neg
11218,烟灰缸,neg
11219,蓝莓味,neg
11220,煮饭,neg
11221,皓白,neg
11222,浅豆绿,neg
11223,纯正紫,neg
11224,老灰,neg
11225,潮街,neg
11226,闪光丝,neg
11227,牙刷架,neg
11228,仰卧起坐垫,neg
11229,皮色,neg
11230,造型,neg
11231,可卸领,neg
11232,棉质,neg
11233,护具,neg
11234,情侣鞋,neg
11235,牛骨,neg
11236,激光蓝,neg
11237,绑带,neg
11238,鱼缸,neg
11239,高贵黄色,neg
11240,壮族风格,neg
11241,古筝支架,neg
11242,千层蛋糕,neg
11243,补水美白,neg
11244,惊呆,neg
11245,水粉,neg
11246,水玩具,neg
11247,孕产妇,neg
11248,灰卡色,neg
11249,深蓝色,neg
11250,纯白,neg
11251,宫廷范,neg
11252,牛仔风,neg
11253,琉璃碗,neg
11254,连脚,neg
11255,黑蓝银,neg
11256,韩版款,neg
11257,饵料,neg
11258,雪紫色,neg
11259,镀彩锌,neg
11260,麻将牌,neg
11261,小金条,neg
11262,小汽车,neg
11263,尼龙挎包,neg
11264,制服套装,neg
11265,温婉风格,neg
11266,冰箱门,neg
11267,旧白色,neg
11268,去静电,neg
11269,瘦臀,neg
11270,广告衫,neg
11271,青红色,neg
11272,淡化乳晕,neg
11273,山茶油,neg
11274,赤耳牛仔布,neg
11275,雕刻,neg
11276,天使少女,neg
11277,狼棕,neg
11278,手提式,neg
11279,麻黄色,neg
11280,针车,neg
11281,水桶帽,neg
11282,雅红,neg
11283,记忆棋,neg
11284,补发,neg
11285,卷边,neg
11286,防水鞋,neg
11287,荞麦枕头,neg
11288,白乎乎,neg
11289,试跑,neg
11290,烛灯,neg
11291,典雅黑色,neg
11292,蔚蓝色,neg
11293,果冻白,neg
11294,小毛领,neg
11295,益母蒿,neg
11296,生肖风,neg
11297,卸妆水,neg
11298,粉底膏,neg
11299,运动风格,neg
11300,芳纶纤维,neg
11301,透粉色,neg
11302,女装衬衣,neg
11303,广东凉茶,neg
11304,如厕,neg
11305,镶钻,neg
11306,星星白色,neg
11307,山楂茶,neg
11308,跑车,neg
11309,衣服,neg
11310,双肩旅行包,neg
11311,凉靴,neg
11312,暗黑风,neg
11313,激情风,neg
11314,高领,neg
11315,显个性,neg
11316,旗帜,neg
11317,其他合金,neg
11318,永生花,neg
11319,面巾,neg
11320,大毛圈,neg
11321,蔷薇粉色,neg
11322,麻布,neg
11323,蓝靛,neg
11324,靓粉色,neg
11325,显修长,neg
11326,清洁毛孔,neg
11327,糖果粉,neg
11328,吸入式,neg
11329,黛青色,neg
11330,触物,neg
11331,醒酒护肝,neg
11332,收纳茶几,neg
11333,粉渐变,neg
11334,湖蓝桔色,neg
11335,极致银色,neg
11336,宝宝衣服,neg
11337,透气跑步,neg
11338,干红葡萄酒,neg
11339,纱巾,neg
11340,奶牛白,neg
11341,中式简约,neg
11342,丁字裤,neg
11343,绷簧,neg
11344,水缸,neg
11345,环保健康,neg
11346,杏花色,neg
11347,淡青色,neg
11348,豆青色,neg
11349,冬日红色,neg
11350,旗袍,neg
11351,海滩帽,neg
11352,黑檀汁,neg
11353,卡拉绒,neg
11354,石黄,neg
11355,玫瑰紫色,neg
11356,苦,neg
11357,保湿护卷,neg
11358,丝绒面,neg
11359,暗辑线贴袋,neg
11360,挂毯,neg
11361,淡豆沙,neg
11362,包臀收腰,neg
11363,野菜,neg
11364,钢铝,neg
11365,A字下摆,neg
11366,潜水,neg
11367,钓鱼灯,neg
11368,婚床,neg
11369,滋补保养,neg
11370,防皱紧致,neg
11371,水果茶,neg
11372,防丢,neg
11373,烛台,neg
11374,未成年人,neg
11375,分体式,neg
11376,风衣布,neg
11377,钱币,neg
11378,通勤,neg
11379,菩提绿,neg
11380,加速,neg
11381,汽车头枕,neg
11382,双层袖,neg
11383,搬家,neg
11384,显潮,neg
11385,手推,neg
11386,尽收眼底,neg
11387,2018年,neg
11388,入学,neg
11389,经典红,neg
11390,毛呢长裤,neg
11391,键盘,neg
11392,抗磨,neg
11393,天然纤维,neg
11394,清爽白,neg
11395,取暖器,neg
11396,烤灯,neg
11397,淡卡其,neg
11398,被套,neg
11399,去消化,neg
11400,显胸大,neg
11401,齿轮,neg
11402,素,neg
11403,帅气知性风格,neg
11404,橡红色,neg
11405,乳黄,neg
11406,收腰系带,neg
11407,充电支架,neg
11408,羊毛领,neg
11409,中筒,neg
11410,酷白色,neg
11411,工牌,neg
11412,石磨蓝,neg
11413,搞火,neg
11414,搓背,neg
11415,宽松长裤,neg
11416,平角裤裙,neg
11417,手电,neg
11418,瓦楞,neg
11419,试管,neg
11420,可爱萌,neg
11421,酱汁,neg
11422,弹力裤,neg
11423,风扇吊灯,neg
11424,吸毛,neg
11425,线绿,neg
11426,幸运红,neg
11427,潮店,neg
11428,篮子,neg
11429,罗纹缩口袖,neg
11430,内衣,neg
11431,束腹内裤,neg
11432,冲奶粉,neg
11433,媚红色,neg
11434,休闲男鞋,neg
11435,麻将机,neg
11436,钛晶灰色,neg
11437,雪纺绒,neg
11438,抹茶粉,neg
11439,透明色,neg
11440,透明白,neg
11441,土粉,neg
11442,花蓝色,neg
11443,可爱黄,neg
11444,苦笋,neg
11445,梦幻粉,neg
11446,雪纺衬衣,neg
11447,手艺人,neg
11448,化妆水,neg
11449,识字表,neg
11450,选取,neg
11451,热裤,neg
11452,淡橘色,neg
11453,奶蓝色,neg
11454,瘦小腿,neg
11455,置物凳,neg
11456,薄荷紫,neg
11457,猪绒,neg
11458,威士忌,neg
11459,透明水晶,neg
11460,靛蓝,neg
11461,金银花,neg
11462,保冷,neg
11463,水晶红色,neg
11464,手提袋子,neg
11465,提臂,neg
11466,马毛,neg
11467,水鞋,neg
11468,漂白剂,neg
11469,汉服,neg
11470,耐高压,neg
11471,蒸馒头锅,neg
11472,独特,neg
11473,药棉,neg
11474,时尚女包,neg
11475,淡粉,neg
11476,黄金糕,neg
11477,文艺风,neg
11478,皮肤色,neg
11479,钛白色,neg
11480,旋转,neg
11481,避火服,neg
11482,月白,neg
11483,清热解毒,neg
11484,大床,neg
11485,奶油杏,neg
11486,纯藏青色,neg
11487,旅游,neg
11488,抓周,neg
11489,松石,neg
11490,杨红,neg
11491,简约民族风格,neg
11492,实色红,neg
11493,保健品,neg
11494,连衣,neg
11495,欧美单,neg
11496,糖果绿,neg
11497,上气质,neg
11498,净水器滤芯,neg
11499,绣红色,neg
11500,棉柔巾,neg
11501,转向灯,neg
11502,发动机,neg
11503,恋人,neg
11504,开叉,neg
11505,白灰色,neg
11506,贴膜,neg
11507,软牛皮,neg
11508,超模,neg
11509,亮粉,neg
11510,咖紫,neg
11511,台式,neg
11512,洗头,neg
11513,橘白,neg
11514,深玫色,neg
11515,干湿两用,neg
11516,高个子,neg
11517,收纳包,neg
11518,焕能,neg
11519,抄网头,neg
11520,怪鸱,neg
11521,短款裙,neg
11522,珠光黄色,neg
11523,减龄时髦,neg
11524,陕西凉皮,neg
11525,纯正灰色,neg
11526,墨玉黑,neg
11527,碳色,neg
11528,防螨,neg
11529,中东风,neg
11530,杀菌灯,neg
11531,草莓罐头,neg
11532,深军绿色,neg
11533,情人节,neg
11534,双背包,neg
11535,干漆,neg
11536,皇室蓝,neg
11537,收音机,neg
11538,禅风,neg
11539,采择,neg
11540,竹签,neg
11541,时尚款,neg
11542,车充电器,neg
11543,港式,neg
11544,酒心糖,neg
11545,怀表,neg
11546,粗毛线,neg
11547,正黑色,neg
11548,小麦色,neg
11549,防暗沉,neg
11550,化淤,neg
11551,灯板,neg
11552,防辐,neg
11553,除痘印,neg
11554,跑道,neg
11555,不规则下摆,neg
11556,警报红,neg
11557,胡桃色,neg
11558,制氧机,neg
11559,石器,neg
11560,混合味,neg
11561,文件柜锁,neg
11562,石灰石,neg
11563,高速钢,neg
11564,喜庆红,neg
11565,自行车,neg
11566,酱油,neg
11567,派克,neg
11568,冰帽,neg
11569,时髦,neg
11570,游弋,neg
11571,强效,neg
11572,平底鞋,neg
11573,乒乓球拍,neg
11574,美式撞色风,neg
11575,生日,neg
11576,天际蓝色,neg
11577,日行灯,neg
11578,雨披,neg
11579,抱宝宝,neg
11580,情侣项链,neg
11581,棉纱裤,neg
11582,贝壳包包,neg
11583,加绒休闲,neg
11584,修缮,neg
11585,餐碗,neg
11586,女包,neg
11587,汤料,neg
11588,洋气灰,neg
11589,吸静电,neg
11590,妖艳,neg
11591,薄袜,neg
11592,渐变灰,neg
11593,烂漫粉色,neg
11594,展示柜,neg
11595,广告,neg
11596,冰枕头,neg
11597,油焖大虾,neg
11598,桂圆,neg
11599,女内裤,neg
11600,藕紫色,neg
11601,竹木,neg
11602,海苔饼干,neg
11603,防菌,neg
11604,瓢瓜,neg
11605,海报,neg
11606,吸附,neg
11607,钉珠,neg
11608,深邃灰色,neg
11609,洁白色,neg
11610,黑拼色,neg
11611,防脱落,neg
11612,健身球架,neg
11613,黑底色,neg
11614,渐黄,neg
11615,香菇,neg
11616,羊毛衫,neg
11617,法国斗牛犬,neg
11618,果油,neg
11619,柔顺剂,neg
11620,保安,neg
11621,珍珠红,neg
11622,珐琅杯,neg
11623,经典灰色,neg
11624,单肩,neg
11625,点缀鞋面,neg
11626,阻燃服,neg
11627,真丝面料,neg
11628,牡蛎灰色,neg
11629,炭黑色,neg
11630,深蓝绿色,neg
11631,镭射银色,neg
11632,岩红色,neg
11633,保健内裤,neg
11634,一声不响,neg
11635,饼干,neg
11636,橱子,neg
11637,牛仔裙,neg
11638,沐浴帐篷,neg
11639,男式斜挎包,neg
11640,推拉式,neg
11641,省空间,neg
11642,老紫,neg
11643,汽车灯泡,neg
11644,压力锅,neg
11645,护肚脐,neg
11646,居家服,neg
11647,垂感,neg
11648,夜钓,neg
11649,棕黄色,neg
11650,灰白色,neg
11651,亮面黑色,neg
11652,哑银色,neg
11653,透光不透明,neg
11654,奶酪,neg
11655,柴鸡蛋,neg
11656,白紫色,neg
11657,怀旧风格,neg
11658,收身显瘦,neg
11659,纱线,neg
11660,链条锯,neg
11661,蓝白色,neg
11662,手机屏幕贴膜,neg
11663,医药箱,neg
11664,男士,neg
11665,羊毛布,neg
11666,数码管,neg
11667,米咖色,neg
11668,红黄,neg
11669,黑花色,neg
11670,棒草,neg
11671,富贵蓝色,neg
11672,甜酒,neg
11673,滋养睫毛,neg
11674,GOLF球,neg
11675,织棉,neg
11676,手提公文式,neg
11677,原黑,neg
11678,深藏蓝,neg
11679,蜜红色,neg
11680,冰白,neg
11681,水波蓝,neg
11682,铜镀钛金,neg
11683,宠物背包,neg
11684,擦窗机器人,neg
11685,民国范,neg
11686,玉白,neg
11687,镘刀,neg
11688,旅行帐篷,neg
11689,婆婆,neg
11690,早绿,neg
11691,童装,neg
11692,低调黑色,neg
11693,亨利领,neg
11694,热红,neg
11695,黒红色,neg
