id,question,result
591,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：塑料丝（材质）属于或类似于___（材质）
*选项*：['角钢', '镀锌铁丝', '朔料', '酚醛塑料']",朔料
592,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：大木头（材质）属于或类似于___（材质）
*选项*：['天然石头', '大理石', '大红泥', '木质']",木质
593,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：天丝绒（材质）属于或类似于___（材质）
*选项*：['冰丝绸', '厚雪纺', '丝绒', '针织蕾丝']",丝绒
594,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：彩铝（材质）属于或类似于___（材质）
*选项*：['铝质', '镀彩锌', '彩钢', '彩锌']",铝质
595,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：抓绒布（材质）属于或类似于___（材质）
*选项*：['磨砂布', '水刺布', '罗纹布', '抓绒']",抓绒
596,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：木片（材质）属于或类似于___（材质）
*选项*：['竹片', '金片', '木质', '瓷片']",木质
597,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：棉花（材质）属于或类似于___（材质）
*选项*：['花面料', '七彩棉', '加厚涤棉', '棉质']",棉质
598,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：棉质（材质）属于或类似于___（材质）
*选项*：['速干面料', '橡塑发泡棉', '粘纤纤维', '全棉弹力']",全棉弹力
599,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：毛皮（材质）属于或类似于___（材质）
*选项*：['PU皮质', '皮', '仿皮', '超纤皮']",皮
600,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：短棉（材质）属于或类似于___（材质）
*选项*：['棉料布', '短绒', '蚕棉', '缎面']",棉料布
601,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：石膏（材质）属于或类似于___（材质）
*选项*：['硅藻土', '石蜡', '石英砂', '生石膏']",生石膏
602,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：硬木（材质）属于或类似于___（材质）
*选项*：['榆木', '胶木', '桦木', '原木']",原木
603,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：碳布（材质）属于或类似于___（材质）
*选项*：['网布', '滤棉', '布质', '绢布']",布质
604,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纱布纤维（材质）属于或类似于___（材质）
*选项*：['木纤维', '布', '钢纤维', '芳纶纤维']",布
605,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：纱质（材质）属于或类似于___（材质）
*选项*：['绒质', '网纱', '风衣料', '拷纱']",网纱
606,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：细灯芯绒（材质）属于或类似于___（材质）
*选项*：['细条绒', '细棉绒', '弹力灯芯绒', '细毛绒']",弹力灯芯绒
607,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：绒布（材质）属于或类似于___（材质）
*选项*：['拉绒布', '编织布', '棉纱', '缎布']",拉绒布
608,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：编织线（材质）属于或类似于___（材质）
*选项*：['钢丝线', '棉毛线', '祼铜线', '固体线']",棉毛线
609,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：茈草（材质）属于或类似于___（材质）
*选项*：['金属', '紫草', '红石根', '皮质']",紫草
610,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：金属（材质）属于或类似于___（材质）
*选项*：['色丁', '金银花', '铜木', '泰银']",泰银
611,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：铝板（材质）属于或类似于___（材质）
*选项*：['胶合板', '铝', '石板', '钢板材']",铝
612,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：雪纺丝（材质）属于或类似于___（材质）
*选项*：['软蕾丝', '雪纺布料', '涤纶丝', '蚕桑丝']",雪纺布料
613,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：韩丝绒（材质）属于或类似于___（材质）
*选项*：['绒质', '麂皮绒', '雪兰绒', '超细绒']",绒质
614,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：加绒（材质）适用于___（时间）
*选项*：['秋日', '孕期', '早春', '暖冬']",暖冬
615,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：牛皮（材质）的骑行手套适用于___（时间）
*选项*：['春秋款', '秋冬', '夏季', '早春']",夏季
616,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：牛皮（材质）的运动套装适用于___（时间）
*选项*：['春天', '冬季', '春秋', '秋款']",冬季
617,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：牛皮（材质）的外套适用于___（时间）
*选项*：['秋款', '春季', '春秋', '早秋']",春季
618,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：羊毛（材质）的围巾适用于___（时间）
*选项*：['春季', '秋日', '情人节', '夏季']",春季
619,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：羊绒（材质）的披肩适用于___（时间）
*选项*：['冬季', '初春', '初秋', '秋天']",冬季
620,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：羊绒（材质）的外套适用于___（时间）
*选项*：['秋天', '不限季节', '初春', '初秋']",不限季节
621,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：V领（款式）可以用于修饰或可以联想到___（品类）
*选项*：['跑鞋', '校服', '圆领衫', '西装裤']",校服
622,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：一体（款式）可以用于修饰或可以联想到___（品类）
*选项*：['浴巾', '高脚杯', '潮鞋', '帽衫']",潮鞋
623,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：一字带（款式）可以用于修饰或可以联想到___（品类）
*选项*：['打底衫', '雪纺衫', '平跟凉鞋', '阔腿裤']",平跟凉鞋
624,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：一字扣带（款式）可以用于修饰或可以联想到___（品类）
*选项*：['绑带', '脚链', '皮带', '半拖鞋']",半拖鞋
625,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：一字肩（款式）可以用于修饰或可以联想到___（品类）
*选项*：['雪纺衬衣', '背带裤套装', '背带短裤', '羽绒服']",雪纺衬衣
626,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：中式（款式）可以用于修饰或可以联想到___（品类）
*选项*：['绑带', '沙发垫', '棒球服', '细跟鞋']",沙发垫
627,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：五分袖（款式）可以用于修饰或可以联想到___（品类）
*选项*：['吊带衫', '背带裙', '短款上衣', '直筒裤']",短款上衣
628,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：低糖（款式）可以用于修饰或可以联想到___（品类）
*选项*：['蔓越莓', '冰糖', '锅', '牛轧糖']",牛轧糖
629,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：低腰（款式）可以用于修饰或可以联想到___（品类）
*选项*：['喇叭', '马甲', '细腰带', '下装']",下装
630,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：内置（款式）属于或类似于___（款式）
*选项*：['内置音箱', '电源适配器', '重低音', '不带屏幕']",内置音箱
631,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：可挽袖（款式）属于或类似于___（款式）
*选项*：['可翻领', '可撕式', '可挽', '可脱卸']",可挽
632,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：后腰带（款式）属于或类似于___（款式）
*选项*：['腰部系带', '后绊带', '高腰型', '转向皮带']",腰部系带
633,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：斜V领（款式）属于或类似于___（款式）
*选项*：['深V领', '斜型V领', '半高领', '方型领']",斜型V领
634,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：燕尾下摆（款式）属于或类似于___（款式）
*选项*：['鱼尾摆', '荷叶裙摆', '折叠裙摆', '燕尾式']",燕尾式
635,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：罗纹缩口袖（款式）属于或类似于___（款式）
*选项*：['罗纹底摆', '罗纹', '胸前假口袋', '修肩八分袖']",罗纹
636,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：翻驳领（款式）属于或类似于___（款式）
*选项*：['衬衣领', '格子领', '翻领', '披肩领']",翻领
637,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：背拉链（款式）属于或类似于___（款式）
*选项*：['半高拉链', '侧缝拉链', '侧边拉链', '拉链款']",拉链款
638,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：胸前双口袋（款式）属于或类似于___（款式）
*选项*：['绣花口袋', '胸口袋', '前中拉链门襟', '假口袋']",胸口袋
639,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：褶皱袖（款式）属于或类似于___（款式）
*选项*：['有袖', '星星袖', '毛线袖', '排扣袖']",有袖
640,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：西装袖（款式）属于或类似于___（款式）
*选项*：['插肩袖', '西装款', '反折袖', '披肩袖']",西装款
641,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：日系（款式）属于或类似于___（风格）
*选项*：['优雅气质', '韩版气质', '中国风', '北欧风格']",优雅气质
642,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：包臀（款式）适用于___（功能）
*选项*：['反光', '运动', '塑形', '防晒']",塑形
643,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：厚底（款式）适用于___（功能）
*选项*：['透气', '减震', '防水', '增高']",减震
644,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：拖尾（款式）适用于___（功能）
*选项*：['美背', '亲肤', '修身收腰', '透气']",修身收腰
645,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：日系（款式）适用于___（功能）
*选项*：['遮阳', '护肤', '排汗', '美背']",护肤
646,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：网格（款式）适用于___（功能）
*选项*：['遮阳', '收纳', '通风', '保暖']",通风
647,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：高领（款式）适用于___（功能）
*选项*：['防晒', '降温', '感温', '吸湿']",吸湿
648,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：中长（款式）的旅行箱适用于___（动作）的时候
*选项*：['滑雪', '留学', '炒菜', '直播']",留学
649,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：便携（款式）的钓箱适用于___（动作）的时候
*选项*：['度假', '垂钓', '爬山', '购物']",垂钓
650,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：便携（款式）的衬衫适用于___（动作）的时候
*选项*：['竞技', '面试', '直播', '调酒']",面试
651,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：便携（款式）的水杯适用于___（动作）的时候
*选项*：['吃饭', '健身', '爬山', '购物']",吃饭
652,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：内搭（款式）的袜子适用于___（动作）的时候
*选项*：['理发', '怀孕', '装修', '游泳']",怀孕
653,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：印字（款式）的储蓄罐适用于___（动作）的时候
*选项*：['存钱', '理发', '按摩', '摆摊']",存钱
654,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：厚（款式）的连衣裙适用于___（动作）的时候
*选项*：['理发', '面试', '洗车', '化妆']",面试
655,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：厚款（款式）的床垫适用于___（动作）的时候
*选项*：['按摩', '学习', '睡觉', '出差']",睡觉
656,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：双面（款式）的外套适用于___（动作）的时候
*选项*：['学习', '绘画', '探险', '工作']",工作
657,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：可折叠（款式）的日用帽子适用于___（动作）的时候
*选项*：['逛街', '宴会', '摄影', '登山']",逛街
658,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：外穿（款式）的舞蹈套装适用于___（动作）的时候
*选项*：['洗脸', '洗车', '跳舞', '炒菜']",跳舞
659,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：外穿（款式）的连衣裙适用于___（动作）的时候
*选项*：['装修', '收肚子', '坐月子', '炒菜']",坐月子
660,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：多层（款式）的枕套适用于___（动作）的时候
*选项*：['调酒', '露营', '睡觉', '搬家']",睡觉
661,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：大版（款式）的运动套装适用于___（动作）的时候
*选项*：['炒菜', '手术', '拳击', '野营']",野营
662,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：大版（款式）的日常生活鞋适用于___（动作）的时候
*选项*：['跑步', '按摩', '拳击', '施工']",跑步
663,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：套头（款式）的文胸内裤套装适用于___（动作）的时候
*选项*：['喂食', '洗头', '减肥', '怀孕']",怀孕
664,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：女式（款式）的晾衣架适用于___（动作）的时候
*选项*：['拖地', '晒衣服', '装修', '洗车']",晒衣服
665,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：宽松（款式）的文胸适用于___（动作）的时候
*选项*：['运动', '洗脸', '下水', '吸奶']",运动
666,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：少女（款式）的动漫服装适用于___（动作）的时候
*选项*：['怀孕', '化妆', '摄影', '直播']",怀孕
667,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：常规（款式）的卫衣适用于___（动作）的时候
*选项*：['舞蹈', '画画', '炒菜', '直播']",舞蹈
668,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：常规（款式）的舞蹈套装适用于___（动作）的时候
*选项*：['化妆', '装修', '过冬', '直播']",过冬
669,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：开襟（款式）的卫衣适用于___（动作）的时候
*选项*：['直播', '按摩', '职场', '做饭']",职场
670,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：感应（款式）的擦鞋器适用于___（动作）的时候
*选项*：['洗碗', '开车', '直播', '刷鞋']",刷鞋
671,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：拼接（款式）的旅行包适用于___（动作）的时候
*选项*：['出差', '度假', '直播', '摄影']",出差
672,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：电动（款式）的吸奶器适用于___（动作）的时候
*选项*：['护理', '挤奶', '洗涤', '做饭']",挤奶
673,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：男女（款式）的浴衣适用于___（动作）的时候
*选项*：['洗车', '按摩', '浴室', '度假']",浴室
674,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：男女（款式）的日用手套适用于___（动作）的时候
*选项*：['洗衣服', '按摩', '训练', '焊接']",训练
675,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：男女（款式）的连衣裙适用于___（动作）的时候
*选项*：['旅行', '会客', '开学', '出差']",旅行
676,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：百搭（款式）的连衣裙适用于___（动作）的时候
*选项*：['装修', '洗碗', '手术', '出行']",出行
677,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：老式（款式）的茶具适用于___（动作）的时候
*选项*：['装饰', '野餐', '煮茶', '办公']",煮茶
678,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：老式（款式）的首饰盒适用于___（动作）的时候
*选项*：['结婚', '装饰', '乔迁', '垂钓']",结婚
679,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：薄（款式）的袜子适用于___（动作）的时候
*选项*：['教育', '上班', '理发', '装修']",上班
680,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：透明（款式）的日常生活鞋适用于___（动作）的时候
*选项*：['滑冰', '煮饭', '拳击', '登山']",登山
681,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：透气（款式）的日常生活鞋适用于___（动作）的时候
*选项*：['滑冰', '瑜伽', '拳击', '野营']",野营
682,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：长款（款式）的课桌椅适用于___（动作）的时候
*选项*：['军训', '摄影', '学习', '做饭']",学习
683,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：长袖（款式）的T恤适用于___（动作）的时候
*选项*：['洗车', '骑行', '画画', '装修']",骑行
684,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：长袖（款式）的舞蹈套装适用于___（动作）的时候
*选项*：['学习', '表演', '进食', '装修']",表演
685,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：长袖（款式）的动漫服装适用于___（动作）的时候
*选项*：['洗车', '装修', '画画', '新年']",新年
686,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：森林香调（气味）属于或类似于___（气味）
*选项*：['覆盆子香型', '国际香调', '香气', '天然茶香']",香气
687,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：床上（空间）需要___（功能）
*选项*：['防烫', '储物', '吸湿', '修复']",吸湿
688,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：床上（空间）需要___（功能）
*选项*：['制冷', '装饰', '储物', '透光']",装饰
